observation,age,value,region,sex
StdGlycControl -> DiabeticRetinopathy,10_14,-75.0,South Asia,F
StdGlycControl -> DiabeticRetinopathy,15_19,-75.0,South Asia,F
StdGlycControl -> DiabeticRetinopathy,20_24,-75.0,South Asia,F
StdGlycControl -> DiabeticRetinopathy,25_29,-75.0,South Asia,F
StdGlycControl -> DiabeticRetinopathy,30_39,-75.0,South Asia,F
StdGlycControl -> DiabeticRetinopathy,40_49,-75.0,South Asia,F
StdGlycControl -> DiabeticRetinopathy,50_59,-75.0,South Asia,F
StdGlycControl -> DiabeticRetinopathy,60_69,-75.0,South Asia,F
StdGlycControl -> DiabeticRetinopathy,70_79,-75.0,South Asia,F
StdGlycControl -> DiabeticRetinopathy,80_100,-75.0,South Asia,F
StdGlycControl -> LowerExtrmAmpt,0_4,-28.6,South Asia,F
StdGlycControl -> LowerExtrmAmpt,5_9,-28.6,South Asia,F
StdGlycControl -> LowerExtrmAmpt,10_14,-28.6,South Asia,F
StdGlycControl -> LowerExtrmAmpt,15_19,-28.6,South Asia,F
StdGlycControl -> LowerExtrmAmpt,20_24,-28.6,South Asia,F
StdGlycControl -> LowerExtrmAmpt,25_29,-28.6,South Asia,F
StdGlycControl -> LowerExtrmAmpt,30_39,-28.6,South Asia,F
StdGlycControl -> LowerExtrmAmpt,40_49,-28.6,South Asia,F
StdGlycControl -> LowerExtrmAmpt,50_59,-28.6,South Asia,F
StdGlycControl -> LowerExtrmAmpt,60_69,-28.6,South Asia,F
StdGlycControl -> LowerExtrmAmpt,70_79,-28.6,South Asia,F
StdGlycControl -> LowerExtrmAmpt,80_100,-28.6,South Asia,F
StdGlycControl -> DiabeticNephropathy,0_4,-39.0,South Asia,F
StdGlycControl -> DiabeticNephropathy,5_9,-39.0,South Asia,F
StdGlycControl -> DiabeticNephropathy,10_14,-39.0,South Asia,F
StdGlycControl -> DiabeticNephropathy,15_19,-39.0,South Asia,F
StdGlycControl -> DiabeticNephropathy,20_24,-39.0,South Asia,F
StdGlycControl -> DiabeticNephropathy,25_29,-39.0,South Asia,F
StdGlycControl -> DiabeticNephropathy,30_39,-39.0,South Asia,F
StdGlycControl -> DiabeticNephropathy,40_49,-39.0,South Asia,F
StdGlycControl -> DiabeticNephropathy,50_59,-39.0,South Asia,F
StdGlycControl -> DiabeticNephropathy,60_69,-39.0,South Asia,F
StdGlycControl -> DiabeticNephropathy,70_79,-39.0,South Asia,F
StdGlycControl -> DiabeticNephropathy,80_100,-39.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,0_4,-65.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,5_9,-65.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,10_14,-65.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,15_19,-65.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,20_24,-65.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,25_29,-65.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,30_39,-65.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,40_49,-65.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,50_59,-65.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,60_69,-65.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,70_79,-65.0,South Asia,F
IntsvGlycControl -> DiabeticRetinopathy,80_100,-65.0,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,0_4,-15.1,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,5_9,-15.1,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,10_14,-15.1,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,15_19,-15.1,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,20_24,-15.1,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,25_29,-15.1,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,30_39,-15.1,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,40_49,-15.1,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,50_59,-15.1,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,60_69,-15.1,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,70_79,-15.1,South Asia,F
IntsvGlycControl -> LowerExtrmAmpt,80_100,-15.1,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,0_4,-39.0,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,5_9,-39.0,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,10_14,-39.0,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,15_19,-39.0,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,20_24,-39.0,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,25_29,-39.0,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,30_39,-39.0,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,40_49,-39.0,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,50_59,-39.0,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,60_69,-39.0,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,70_79,-39.0,South Asia,F
IntsvGlycControl -> DiabeticNephropathy,80_100,-39.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,0_4,-20.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,5_9,-20.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,10_14,-20.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,15_19,-20.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,20_24,-20.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,25_29,-20.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,30_39,-20.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,40_49,-20.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,50_59,-20.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,60_69,-20.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,70_79,-20.0,South Asia,F
RetinopathyScrn -> DiabeticRetinopathy,80_100,-20.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,0_4,-35.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,5_9,-35.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,10_14,-35.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,15_19,-35.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,20_24,-35.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,25_29,-35.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,30_39,-35.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,40_49,-35.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,50_59,-35.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,60_69,-35.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,70_79,-35.0,South Asia,F
NeuropathyScr -> LowerExtrmAmpt,80_100,-35.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,0_4,-24.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,5_9,-24.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,10_14,-24.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,15_19,-24.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,20_24,-24.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,25_29,-24.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,30_39,-24.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,40_49,-24.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,50_59,-24.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,60_69,-24.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,70_79,-24.0,South Asia,F
NephropathyScr -> DiabeticNephropathy,80_100,-24.0,South Asia,F
DiabeticNephropathy -> Disability,0_4,0.338,South Asia,F
DiabeticNephropathy -> Disability,5_9,0.338,South Asia,F
DiabeticNephropathy -> Disability,10_14,0.338,South Asia,F
DiabeticNephropathy -> Disability,15_19,0.338,South Asia,F
DiabeticNephropathy -> Disability,20_24,0.338,South Asia,F
DiabeticNephropathy -> Disability,25_29,0.338,South Asia,F
DiabeticNephropathy -> Disability,30_39,0.338,South Asia,F
DiabeticNephropathy -> Disability,40_49,0.338,South Asia,F
DiabeticNephropathy -> Disability,50_59,0.338,South Asia,F
DiabeticNephropathy -> Disability,60_69,0.338,South Asia,F
DiabeticNephropathy -> Disability,70_79,0.338,South Asia,F
DiabeticNephropathy -> Disability,80_100,0.338,South Asia,F
DiabeticNephropathy -> Deceased,0_4,0.0,South Asia,F
DiabeticNephropathy -> Deceased,5_9,0.0,South Asia,F
DiabeticNephropathy -> Deceased,10_14,0.0,South Asia,F
DiabeticNephropathy -> Deceased,15_19,0.0,South Asia,F
DiabeticNephropathy -> Deceased,20_24,0.0005515615360652833,South Asia,F
DiabeticNephropathy -> Deceased,25_29,0.0023900999896162276,South Asia,F
DiabeticNephropathy -> Deceased,30_39,0.005515615360652834,South Asia,F
DiabeticNephropathy -> Deceased,40_49,0.009192692267754722,South Asia,F
DiabeticNephropathy -> Deceased,50_59,0.017649969154089066,South Asia,F
DiabeticNephropathy -> Deceased,60_69,0.028865053720749823,South Asia,F
DiabeticNephropathy -> Deceased,70_79,0.05019209978194078,South Asia,F
DiabeticNephropathy -> Deceased,80_100,0.08549203809011892,South Asia,F
Prevalence -> DiabeticNephropathy,0_4,0.00428,South Asia,F
Prevalence -> DiabeticNephropathy,5_9,0.00428,South Asia,F
Prevalence -> DiabeticNephropathy,10_14,0.00436,South Asia,F
Prevalence -> DiabeticNephropathy,15_19,0.004560000000000001,South Asia,F
Prevalence -> DiabeticNephropathy,20_24,0.00496,South Asia,F
Prevalence -> DiabeticNephropathy,25_29,0.006200000000000001,South Asia,F
Prevalence -> DiabeticNephropathy,30_39,0.011000000000000001,South Asia,F
Prevalence -> DiabeticNephropathy,40_49,0.020680000000000004,South Asia,F
Prevalence -> DiabeticNephropathy,50_59,0.03332,South Asia,F
Prevalence -> DiabeticNephropathy,60_69,0.04012,South Asia,F
Prevalence -> DiabeticNephropathy,70_79,0.04916,South Asia,F
Prevalence -> DiabeticNephropathy,80_100,0.08984,South Asia,F
DsFreeSus -> Disability,0_4,0.03356308846598386,Southeast Asia,M
DsFreeSus -> Disability,5_9,0.047287213522288374,Southeast Asia,M
DsFreeSus -> Disability,10_14,0.06101133857859289,Southeast Asia,M
DsFreeSus -> Disability,15_19,0.07473546363489739,Southeast Asia,M
DsFreeSus -> Disability,20_24,0.0884595886912019,Southeast Asia,M
DsFreeSus -> Disability,25_29,0.10218371374750641,Southeast Asia,M
DsFreeSus -> Disability,30_39,0.12276990133196318,Southeast Asia,M
DsFreeSus -> Disability,40_49,0.1502181514445722,Southeast Asia,M
DsFreeSus -> Disability,50_59,0.17766640155718122,Southeast Asia,M
DsFreeSus -> Disability,60_69,0.20511465166979026,Southeast Asia,M
DsFreeSus -> Disability,70_79,0.23256290178239927,Southeast Asia,M
DsFreeSus -> Disability,80_100,0.26687321442316053,Southeast Asia,M
DsFreeSus -> Diabetes,0_4,0.0,Southeast Asia,M
DsFreeSus -> Diabetes,5_9,0.0,Southeast Asia,M
DsFreeSus -> Diabetes,10_14,1e-09,Southeast Asia,M
DsFreeSus -> Diabetes,15_19,0.0002,Southeast Asia,M
DsFreeSus -> Diabetes,20_24,0.0003,Southeast Asia,M
DsFreeSus -> Diabetes,25_29,0.0007,Southeast Asia,M
DsFreeSus -> Diabetes,30_39,0.0016,Southeast Asia,M
DsFreeSus -> Diabetes,40_49,0.0025,Southeast Asia,M
DsFreeSus -> Diabetes,50_59,0.0033,Southeast Asia,M
DsFreeSus -> Diabetes,60_69,0.003,Southeast Asia,M
DsFreeSus -> Diabetes,70_79,0.0051,Southeast Asia,M
DsFreeSus -> Diabetes,80_100,0.0081,Southeast Asia,M
Diabetes -> Disability,0_4,0.031,Southeast Asia,M
Diabetes -> Disability,5_9,0.031,Southeast Asia,M
Diabetes -> Disability,10_14,0.031,Southeast Asia,M
Diabetes -> Disability,15_19,0.031,Southeast Asia,M
Diabetes -> Disability,20_24,0.031,Southeast Asia,M
Diabetes -> Disability,25_29,0.031,Southeast Asia,M
Diabetes -> Disability,30_39,0.031,Southeast Asia,M
Diabetes -> Disability,40_49,0.031,Southeast Asia,M
Diabetes -> Disability,50_59,0.031,Southeast Asia,M
Diabetes -> Disability,60_69,0.031,Southeast Asia,M
Diabetes -> Disability,70_79,0.031,Southeast Asia,M
Diabetes -> Disability,80_100,0.031,Southeast Asia,M
Diabetes -> Deceased,0_4,0.0,Southeast Asia,M
Diabetes -> Deceased,5_9,0.0,Southeast Asia,M
Diabetes -> Deceased,10_14,0.0,Southeast Asia,M
Diabetes -> Deceased,15_19,0.0,Southeast Asia,M
Diabetes -> Deceased,20_24,0.00018324303523763565,Southeast Asia,M
Diabetes -> Deceased,25_29,0.0008551341644422999,Southeast Asia,M
Diabetes -> Deceased,30_39,0.0022599974345975066,Southeast Asia,M
Diabetes -> Deceased,40_49,0.00421458981046562,Southeast Asia,M
Diabetes -> Deceased,50_59,0.00806269355045597,Southeast Asia,M
Diabetes -> Deceased,60_69,0.011544311219971048,Southeast Asia,M
Diabetes -> Deceased,70_79,0.018690789594238838,Southeast Asia,M
Diabetes -> Deceased,80_100,0.021928083216770405,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,0_4,0.0,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,5_9,0.0,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,10_14,0.0,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,15_19,0.0,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,20_24,0.0006849616862074353,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,25_29,0.0012050316481051198,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,30_39,0.0023541918216422424,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,40_49,0.0025485873109459285,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,50_59,0.00393466361856191,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,60_69,0.0064923044127849034,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,70_79,0.005019898404892096,Southeast Asia,M
Diabetes -> DiabeticRetinopathy,80_100,0.0036438378577369345,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,0_4,0.0,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,5_9,0.0,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,10_14,6.072240983889877e-05,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,15_19,0.0010892308222185867,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,20_24,0.003204499116759931,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,25_29,0.006018748497716529,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,30_39,0.005849905099911901,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,40_49,0.0012610938008744397,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,50_59,0.0007794973308768095,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,60_69,0.006419378182341754,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,70_79,0.013767107774937717,Southeast Asia,M
Diabetes -> LowerExtrmAmpt,80_100,0.013815224356789332,Southeast Asia,M
Diabetes -> DiabeticNephropathy,0_4,0.0,Southeast Asia,M
Diabetes -> DiabeticNephropathy,5_9,0.0,Southeast Asia,M
Diabetes -> DiabeticNephropathy,10_14,0.014,Southeast Asia,M
Diabetes -> DiabeticNephropathy,15_19,0.014,Southeast Asia,M
Diabetes -> DiabeticNephropathy,20_24,0.014,Southeast Asia,M
Diabetes -> DiabeticNephropathy,25_29,0.014,Southeast Asia,M
Diabetes -> DiabeticNephropathy,30_39,0.014,Southeast Asia,M
Diabetes -> DiabeticNephropathy,40_49,0.014,Southeast Asia,M
Diabetes -> DiabeticNephropathy,50_59,0.014,Southeast Asia,M
Diabetes -> DiabeticNephropathy,60_69,0.014,Southeast Asia,M
Diabetes -> DiabeticNephropathy,70_79,0.014,Southeast Asia,M
Diabetes -> DiabeticNephropathy,80_100,0.014,Southeast Asia,M
Prevalence -> Diabetes,0_4,0.0,Southeast Asia,M
Prevalence -> Diabetes,5_9,0.0,Southeast Asia,M
Prevalence -> Diabetes,10_14,0.0051225,Southeast Asia,M
Prevalence -> Diabetes,15_19,0.005600600000000001,Southeast Asia,M
Prevalence -> Diabetes,20_24,0.0063519,Southeast Asia,M
Prevalence -> Diabetes,25_29,0.007991100000000001,Southeast Asia,M
Prevalence -> Diabetes,30_39,0.014001500000000002,Southeast Asia,M
Prevalence -> Diabetes,40_49,0.0262272,Southeast Asia,M
Prevalence -> Diabetes,50_59,0.0420045,Southeast Asia,M
Prevalence -> Diabetes,60_69,0.05504980000000001,Southeast Asia,M
Prevalence -> Diabetes,70_79,0.0630409,Southeast Asia,M
Prevalence -> Diabetes,80_100,0.0868093,Southeast Asia,M
DiabeticRetinopathy -> Disability,0_4,0.338,Southeast Asia,M
DiabeticRetinopathy -> Disability,5_9,0.338,Southeast Asia,M
DiabeticRetinopathy -> Disability,10_14,0.338,Southeast Asia,M
DiabeticRetinopathy -> Disability,15_19,0.338,Southeast Asia,M
DiabeticRetinopathy -> Disability,20_24,0.338,Southeast Asia,M
DiabeticRetinopathy -> Disability,25_29,0.338,Southeast Asia,M
DiabeticRetinopathy -> Disability,30_39,0.338,Southeast Asia,M
DiabeticRetinopathy -> Disability,40_49,0.338,Southeast Asia,M
DiabeticRetinopathy -> Disability,50_59,0.338,Southeast Asia,M
DiabeticRetinopathy -> Disability,60_69,0.338,Southeast Asia,M
DiabeticRetinopathy -> Disability,70_79,0.338,Southeast Asia,M
DiabeticRetinopathy -> Disability,80_100,0.338,Southeast Asia,M
DiabeticRetinopathy -> Deceased,0_4,0.0,Southeast Asia,M
DiabeticRetinopathy -> Deceased,5_9,0.0,Southeast Asia,M
DiabeticRetinopathy -> Deceased,10_14,0.0,Southeast Asia,M
DiabeticRetinopathy -> Deceased,15_19,0.0,Southeast Asia,M
DiabeticRetinopathy -> Deceased,20_24,0.0004,Southeast Asia,M
DiabeticRetinopathy -> Deceased,25_29,0.002,Southeast Asia,M
DiabeticRetinopathy -> Deceased,30_39,0.0073,Southeast Asia,M
DiabeticRetinopathy -> Deceased,40_49,0.0139,Southeast Asia,M
DiabeticRetinopathy -> Deceased,50_59,0.0269,Southeast Asia,M
DiabeticRetinopathy -> Deceased,60_69,0.0384,Southeast Asia,M
DiabeticRetinopathy -> Deceased,70_79,0.0602,Southeast Asia,M
DiabeticRetinopathy -> Deceased,80_100,0.0716,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,0_4,0.0,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,5_9,0.0,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,10_14,0.0,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,15_19,0.0,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,20_24,0.0003,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,25_29,0.0003,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,30_39,0.0006,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,40_49,0.0012,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,50_59,0.0024,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,60_69,0.0051,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,70_79,0.0071,Southeast Asia,M
Prevalence -> DiabeticRetinopathy,80_100,0.0069,Southeast Asia,M
LowerExtrmAmpt -> Disability,0_4,0.164,Southeast Asia,M
LowerExtrmAmpt -> Disability,5_9,0.164,Southeast Asia,M
LowerExtrmAmpt -> Disability,10_14,0.164,Southeast Asia,M
LowerExtrmAmpt -> Disability,15_19,0.164,Southeast Asia,M
LowerExtrmAmpt -> Disability,20_24,0.164,Southeast Asia,M
LowerExtrmAmpt -> Disability,25_29,0.164,Southeast Asia,M
LowerExtrmAmpt -> Disability,30_39,0.164,Southeast Asia,M
LowerExtrmAmpt -> Disability,40_49,0.164,Southeast Asia,M
LowerExtrmAmpt -> Disability,50_59,0.164,Southeast Asia,M
LowerExtrmAmpt -> Disability,60_69,0.164,Southeast Asia,M
LowerExtrmAmpt -> Disability,70_79,0.164,Southeast Asia,M
LowerExtrmAmpt -> Disability,80_100,0.164,Southeast Asia,M
LowerExtrmAmpt -> Deceased,0_4,0.0,Southeast Asia,M
LowerExtrmAmpt -> Deceased,5_9,0.0,Southeast Asia,M
LowerExtrmAmpt -> Deceased,10_14,0.0,Southeast Asia,M
LowerExtrmAmpt -> Deceased,15_19,0.0,Southeast Asia,M
LowerExtrmAmpt -> Deceased,20_24,0.0004,Southeast Asia,M
LowerExtrmAmpt -> Deceased,25_29,0.0022,Southeast Asia,M
LowerExtrmAmpt -> Deceased,30_39,0.0074,Southeast Asia,M
LowerExtrmAmpt -> Deceased,40_49,0.0136,Southeast Asia,M
LowerExtrmAmpt -> Deceased,50_59,0.0262,Southeast Asia,M
LowerExtrmAmpt -> Deceased,60_69,0.0393,Southeast Asia,M
LowerExtrmAmpt -> Deceased,70_79,0.0613,Southeast Asia,M
LowerExtrmAmpt -> Deceased,80_100,0.0716,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,0_4,0.0,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,5_9,0.0,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,10_14,0.0,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,15_19,0.0,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,20_24,0.0001,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,25_29,0.0003,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,30_39,0.0011,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,40_49,0.0018,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,50_59,0.0018,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,60_69,0.0035,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,70_79,0.0088,Southeast Asia,M
Prevalence -> LowerExtrmAmpt,80_100,0.0168,Southeast Asia,M
Disability -> Disability,0_4,0.0,Southeast Asia,M
Disability -> Disability,5_9,0.0,Southeast Asia,M
Disability -> Disability,10_14,0.0,Southeast Asia,M
Disability -> Disability,15_19,0.0,Southeast Asia,M
Disability -> Disability,20_24,0.0,Southeast Asia,M
Disability -> Disability,25_29,0.0,Southeast Asia,M
Disability -> Disability,30_39,0.0,Southeast Asia,M
Disability -> Disability,40_49,0.0,Southeast Asia,M
Disability -> Disability,50_59,0.0,Southeast Asia,M
Disability -> Disability,60_69,0.0,Southeast Asia,M
Disability -> Disability,70_79,0.0,Southeast Asia,M
Disability -> Disability,80_100,0.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,0_4,-75.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,5_9,-75.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,10_14,-75.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,15_19,-75.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,20_24,-75.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,25_29,-75.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,30_39,-75.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,40_49,-75.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,50_59,-75.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,60_69,-75.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,70_79,-75.0,Southeast Asia,M
StdGlycControl -> DiabeticRetinopathy,80_100,-75.0,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,0_4,-28.6,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,5_9,-28.6,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,10_14,-28.6,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,15_19,-28.6,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,20_24,-28.6,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,25_29,-28.6,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,30_39,-28.6,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,40_49,-28.6,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,50_59,-28.6,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,60_69,-28.6,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,70_79,-28.6,Southeast Asia,M
StdGlycControl -> LowerExtrmAmpt,80_100,-28.6,Southeast Asia,M
StdGlycControl -> DiabeticNephropathy,0_4,-39.0,Southeast Asia,M
