observation,age,value,region,sex
DiabeticNephropathy -> Deceased,15_19,0.0,Southern sub-Saharan Africa,F
DiabeticNephropathy -> Deceased,20_24,0.0012869769174856612,Southern sub-Saharan Africa,F
DiabeticNephropathy -> Deceased,25_29,0.009192692267754722,Southern sub-Saharan Africa,F
DiabeticNephropathy -> Deceased,30_39,0.03125515371036606,Southern sub-Saharan Africa,F
DiabeticNephropathy -> Deceased,40_49,0.033277546009272095,Southern sub-Saharan Africa,F
DiabeticNephropathy -> Deceased,50_59,0.03346139985462719,Southern sub-Saharan Africa,F
DiabeticNephropathy -> Deceased,60_69,0.033829107545337384,Southern sub-Saharan Africa,F
DiabeticNephropathy -> Deceased,70_79,0.05037595362729588,Southern sub-Saharan Africa,F
DiabeticNephropathy -> Deceased,80_100,0.0693128996988706,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,0_4,0.00428,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,5_9,0.00428,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,10_14,0.00436,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,15_19,0.004560000000000001,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,20_24,0.00496,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,25_29,0.006200000000000001,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,30_39,0.011000000000000001,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,40_49,0.020680000000000004,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,50_59,0.03332,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,60_69,0.04012,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,70_79,0.04916,Southern sub-Saharan Africa,F
Prevalence -> DiabeticNephropathy,80_100,0.08984,Southern sub-Saharan Africa,F
DsFreeSus -> Disability,0_4,0.03461776167149561,Tropical Latin America,M
DsFreeSus -> Disability,5_9,0.047754705435506,Tropical Latin America,M
DsFreeSus -> Disability,10_14,0.06089164919951639,Tropical Latin America,M
DsFreeSus -> Disability,15_19,0.07402859296352678,Tropical Latin America,M
DsFreeSus -> Disability,20_24,0.08716553672753716,Tropical Latin America,M
DsFreeSus -> Disability,25_29,0.10030248049154755,Tropical Latin America,M
DsFreeSus -> Disability,30_39,0.12000789613756313,Tropical Latin America,M
DsFreeSus -> Disability,40_49,0.1462817836655839,Tropical Latin America,M
DsFreeSus -> Disability,50_59,0.17255567119360468,Tropical Latin America,M
DsFreeSus -> Disability,60_69,0.19882955872162544,Tropical Latin America,M
DsFreeSus -> Disability,70_79,0.2251034462496462,Tropical Latin America,M
DsFreeSus -> Disability,80_100,0.2579458056596722,Tropical Latin America,M
DsFreeSus -> Diabetes,0_4,0.0,Tropical Latin America,M
DsFreeSus -> Diabetes,5_9,0.0,Tropical Latin America,M
DsFreeSus -> Diabetes,10_14,0.0,Tropical Latin America,M
DsFreeSus -> Diabetes,15_19,0.0,Tropical Latin America,M
DsFreeSus -> Diabetes,20_24,0.0003,Tropical Latin America,M
DsFreeSus -> Diabetes,25_29,0.0008,Tropical Latin America,M
DsFreeSus -> Diabetes,30_39,0.0017,Tropical Latin America,M
DsFreeSus -> Diabetes,40_49,0.0026,Tropical Latin America,M
DsFreeSus -> Diabetes,50_59,0.0026,Tropical Latin America,M
DsFreeSus -> Diabetes,60_69,0.0018,Tropical Latin America,M
DsFreeSus -> Diabetes,70_79,0.006,Tropical Latin America,M
DsFreeSus -> Diabetes,80_100,0.0116,Tropical Latin America,M
Diabetes -> Disability,0_4,0.031,Tropical Latin America,M
Diabetes -> Disability,5_9,0.031,Tropical Latin America,M
Diabetes -> Disability,10_14,0.031,Tropical Latin America,M
Diabetes -> Disability,15_19,0.031,Tropical Latin America,M
Diabetes -> Disability,20_24,0.031,Tropical Latin America,M
Diabetes -> Disability,25_29,0.031,Tropical Latin America,M
Diabetes -> Disability,30_39,0.031,Tropical Latin America,M
Diabetes -> Disability,40_49,0.031,Tropical Latin America,M
Diabetes -> Disability,50_59,0.031,Tropical Latin America,M
Diabetes -> Disability,60_69,0.031,Tropical Latin America,M
Diabetes -> Disability,70_79,0.031,Tropical Latin America,M
Diabetes -> Disability,80_100,0.031,Tropical Latin America,M
Diabetes -> Deceased,0_4,0.0,Tropical Latin America,M
Diabetes -> Deceased,5_9,0.0,Tropical Latin America,M
Diabetes -> Deceased,10_14,0.0,Tropical Latin America,M
Diabetes -> Deceased,15_19,0.0,Tropical Latin America,M
Diabetes -> Deceased,20_24,0.0003054050587293928,Tropical Latin America,M
Diabetes -> Deceased,25_29,0.0011605392231716926,Tropical Latin America,M
Diabetes -> Deceased,30_39,0.002626483505072778,Tropical Latin America,M
Diabetes -> Deceased,40_49,0.004336751833957378,Tropical Latin America,M
Diabetes -> Deceased,50_59,0.007574045456488941,Tropical Latin America,M
Diabetes -> Deceased,60_69,0.009895123902832327,Tropical Latin America,M
Diabetes -> Deceased,70_79,0.015392414959961397,Tropical Latin America,M
Diabetes -> Deceased,80_100,0.020950787028836345,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,0_4,0.0,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,5_9,0.0,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,10_14,0.0,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,15_19,0.0,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,20_24,0.0039907811741872875,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,25_29,0.00047645820032208577,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,30_39,0.000890620830238667,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,40_49,0.0042011389490011885,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,50_59,0.005832688778957398,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,60_69,0.010636327769591858,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,70_79,0.00947121641618085,Tropical Latin America,M
Diabetes -> DiabeticRetinopathy,80_100,0.006513546967404759,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,0_4,0.0,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,5_9,0.0,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,10_14,0.00010331245560792924,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,15_19,0.0020525892138449154,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,20_24,0.005312954876273653,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,25_29,0.008747772557913494,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,30_39,0.009304897771518782,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,40_49,0.0016265032758172684,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,50_59,0.0012752213976354061,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,60_69,0.010142488680617621,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,70_79,0.02231195735501239,Tropical Latin America,M
Diabetes -> LowerExtrmAmpt,80_100,0.02021730160913217,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,0_4,0.0,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,5_9,0.0,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,10_14,0.014,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,15_19,0.014,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,20_24,0.014,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,25_29,0.014,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,30_39,0.014,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,40_49,0.014,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,50_59,0.014,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,60_69,0.014,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,70_79,0.014,Tropical Latin America,M
Diabetes -> DiabeticNephropathy,80_100,0.014,Tropical Latin America,M
Prevalence -> Diabetes,0_4,0.0,Tropical Latin America,M
Prevalence -> Diabetes,5_9,0.0,Tropical Latin America,M
Prevalence -> Diabetes,10_14,0.0057372000000000005,Tropical Latin America,M
Prevalence -> Diabetes,15_19,0.005805500000000001,Tropical Latin America,M
Prevalence -> Diabetes,20_24,0.0062836,Tropical Latin America,M
Prevalence -> Diabetes,25_29,0.0078545,Tropical Latin America,M
Prevalence -> Diabetes,30_39,0.014001500000000002,Tropical Latin America,M
Prevalence -> Diabetes,40_49,0.027183400000000003,Tropical Latin America,M
Prevalence -> Diabetes,50_59,0.041253200000000004,Tropical Latin America,M
Prevalence -> Diabetes,60_69,0.0489028,Tropical Latin America,M
Prevalence -> Diabetes,70_79,0.057030500000000005,Tropical Latin America,M
Prevalence -> Diabetes,80_100,0.1049771,Tropical Latin America,M
DiabeticRetinopathy -> Disability,0_4,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Disability,5_9,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Disability,10_14,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Disability,15_19,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Disability,20_24,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Disability,25_29,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Disability,30_39,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Disability,40_49,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Disability,50_59,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Disability,60_69,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Disability,70_79,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Disability,80_100,0.338,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,0_4,0.0,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,5_9,0.0,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,10_14,0.0,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,15_19,0.0,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,20_24,0.0006,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,25_29,0.0029,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,30_39,0.0082,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,40_49,0.0141,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,50_59,0.025,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,60_69,0.033,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,70_79,0.0494,Tropical Latin America,M
DiabeticRetinopathy -> Deceased,80_100,0.0678,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,0_4,0.0001,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,5_9,0.0,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,10_14,0.0,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,15_19,0.0,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,20_24,0.0023,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,25_29,0.0023,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,30_39,0.0023,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,40_49,0.0029,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,50_59,0.0045,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,60_69,0.0083,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,70_79,0.012,Tropical Latin America,M
Prevalence -> DiabeticRetinopathy,80_100,0.0135,Tropical Latin America,M
LowerExtrmAmpt -> Disability,0_4,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Disability,5_9,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Disability,10_14,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Disability,15_19,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Disability,20_24,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Disability,25_29,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Disability,30_39,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Disability,40_49,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Disability,50_59,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Disability,60_69,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Disability,70_79,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Disability,80_100,0.164,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,0_4,0.0,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,5_9,0.0,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,10_14,0.0,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,15_19,0.0,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,20_24,0.0006,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,25_29,0.003,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,30_39,0.0086,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,40_49,0.014,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,50_59,0.0247,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,60_69,0.0337,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,70_79,0.05,Tropical Latin America,M
LowerExtrmAmpt -> Deceased,80_100,0.0686,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,0_4,0.0,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,5_9,0.0,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,10_14,0.0,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,15_19,0.0,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,20_24,0.0002,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,25_29,0.0005,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,30_39,0.0017,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,40_49,0.0028,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,50_59,0.0027,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,60_69,0.0052,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,70_79,0.0131,Tropical Latin America,M
Prevalence -> LowerExtrmAmpt,80_100,0.0297,Tropical Latin America,M
Disability -> Disability,0_4,0.0,Tropical Latin America,M
Disability -> Disability,5_9,0.0,Tropical Latin America,M
Disability -> Disability,10_14,0.0,Tropical Latin America,M
Disability -> Disability,15_19,0.0,Tropical Latin America,M
Disability -> Disability,20_24,0.0,Tropical Latin America,M
Disability -> Disability,25_29,0.0,Tropical Latin America,M
Disability -> Disability,30_39,0.0,Tropical Latin America,M
Disability -> Disability,40_49,0.0,Tropical Latin America,M
Disability -> Disability,50_59,0.0,Tropical Latin America,M
Disability -> Disability,60_69,0.0,Tropical Latin America,M
Disability -> Disability,70_79,0.0,Tropical Latin America,M
Disability -> Disability,80_100,0.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,0_4,-75.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,5_9,-75.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,10_14,-75.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,15_19,-75.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,20_24,-75.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,25_29,-75.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,30_39,-75.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,40_49,-75.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,50_59,-75.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,60_69,-75.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,70_79,-75.0,Tropical Latin America,M
StdGlycControl -> DiabeticRetinopathy,80_100,-75.0,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,0_4,-28.6,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,5_9,-28.6,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,10_14,-28.6,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,15_19,-28.6,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,20_24,-28.6,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,25_29,-28.6,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,30_39,-28.6,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,40_49,-28.6,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,50_59,-28.6,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,60_69,-28.6,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,70_79,-28.6,Tropical Latin America,M
StdGlycControl -> LowerExtrmAmpt,80_100,-28.6,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,0_4,-39.0,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,5_9,-39.0,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,10_14,-39.0,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,15_19,-39.0,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,20_24,-39.0,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,25_29,-39.0,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,30_39,-39.0,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,40_49,-39.0,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,50_59,-39.0,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,60_69,-39.0,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,70_79,-39.0,Tropical Latin America,M
StdGlycControl -> DiabeticNephropathy,80_100,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,0_4,-65.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,5_9,-65.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,10_14,-65.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,15_19,-65.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,20_24,-65.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,25_29,-65.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,30_39,-65.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,40_49,-65.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,50_59,-65.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,60_69,-65.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,70_79,-65.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticRetinopathy,80_100,-65.0,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,0_4,-15.1,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,5_9,-15.1,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,10_14,-15.1,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,15_19,-15.1,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,20_24,-15.1,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,25_29,-15.1,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,30_39,-15.1,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,40_49,-15.1,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,50_59,-15.1,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,60_69,-15.1,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,70_79,-15.1,Tropical Latin America,M
IntsvGlycControl -> LowerExtrmAmpt,80_100,-15.1,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,0_4,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,5_9,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,10_14,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,15_19,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,20_24,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,25_29,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,30_39,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,40_49,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,50_59,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,60_69,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,70_79,-39.0,Tropical Latin America,M
IntsvGlycControl -> DiabeticNephropathy,80_100,-39.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,0_4,-20.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,5_9,-20.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,10_14,-20.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,15_19,-20.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,20_24,-20.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,25_29,-20.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,30_39,-20.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,40_49,-20.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,50_59,-20.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,60_69,-20.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,70_79,-20.0,Tropical Latin America,M
RetinopathyScrn -> DiabeticRetinopathy,80_100,-20.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,0_4,-35.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,5_9,-35.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,10_14,-35.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,15_19,-35.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,20_24,-35.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,25_29,-35.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,30_39,-35.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,40_49,-35.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,50_59,-35.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,60_69,-35.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,70_79,-35.0,Tropical Latin America,M
NeuropathyScr -> LowerExtrmAmpt,80_100,-35.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,0_4,-24.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,5_9,-24.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,10_14,-24.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,15_19,-24.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,20_24,-24.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,25_29,-24.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,30_39,-24.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,40_49,-24.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,50_59,-24.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,60_69,-24.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,70_79,-24.0,Tropical Latin America,M
NephropathyScr -> DiabeticNephropathy,80_100,-24.0,Tropical Latin America,M
DiabeticNephropathy -> Disability,0_4,0.338,Tropical Latin America,M
DiabeticNephropathy -> Disability,5_9,0.338,Tropical Latin America,M
DiabeticNephropathy -> Disability,10_14,0.338,Tropical Latin America,M
DiabeticNephropathy -> Disability,15_19,0.338,Tropical Latin America,M
DiabeticNephropathy -> Disability,20_24,0.338,Tropical Latin America,M
DiabeticNephropathy -> Disability,25_29,0.338,Tropical Latin America,M
DiabeticNephropathy -> Disability,30_39,0.338,Tropical Latin America,M
DiabeticNephropathy -> Disability,40_49,0.338,Tropical Latin America,M
DiabeticNephropathy -> Disability,50_59,0.338,Tropical Latin America,M
DiabeticNephropathy -> Disability,60_69,0.338,Tropical Latin America,M
DiabeticNephropathy -> Disability,70_79,0.338,Tropical Latin America,M
DiabeticNephropathy -> Disability,80_100,0.338,Tropical Latin America,M
DiabeticNephropathy -> Deceased,0_4,0.0,Tropical Latin America,M
DiabeticNephropathy -> Deceased,5_9,0.0,Tropical Latin America,M
DiabeticNephropathy -> Deceased,10_14,0.0,Tropical Latin America,M
DiabeticNephropathy -> Deceased,15_19,0.0,Tropical Latin America,M
DiabeticNephropathy -> Deceased,20_24,0.0009192692267754722,Tropical Latin America,M
DiabeticNephropathy -> Deceased,25_29,0.0034932230617467945,Tropical Latin America,M
DiabeticNephropathy -> Deceased,30_39,0.007905715350269061,Tropical Latin America,M
DiabeticNephropathy -> Deceased,40_49,0.013053623020211706,Tropical Latin America,M
DiabeticNephropathy -> Deceased,50_59,0.02279787682403171,Tropical Latin America,M
DiabeticNephropathy -> Deceased,60_69,0.0297843229475253,Tropical Latin America,M
DiabeticNephropathy -> Deceased,70_79,0.0463311690294838,Tropical Latin America,M
DiabeticNephropathy -> Deceased,80_100,0.0630618689567974,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,0_4,0.00428,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,5_9,0.00428,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,10_14,0.00436,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,15_19,0.004560000000000001,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,20_24,0.00496,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,25_29,0.006200000000000001,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,30_39,0.011000000000000001,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,40_49,0.020680000000000004,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,50_59,0.03332,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,60_69,0.04012,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,70_79,0.04916,Tropical Latin America,M
Prevalence -> DiabeticNephropathy,80_100,0.08984,Tropical Latin America,M
DsFreeSus -> Disability,0_4,0.032450693322170855,Tropical Latin America,F
DsFreeSus -> Disability,5_9,0.04611263579305674,Tropical Latin America,F
DsFreeSus -> Disability,10_14,0.05977457826394262,Tropical Latin America,F
DsFreeSus -> Disability,15_19,0.07343652073482851,Tropical Latin America,F
DsFreeSus -> Disability,20_24,0.08709846320571438,Tropical Latin America,F
DsFreeSus -> Disability,25_29,0.10076040567660026,Tropical Latin America,F
DsFreeSus -> Disability,30_39,0.12125331938292909,Tropical Latin America,F
DsFreeSus -> Disability,40_49,0.14857720432470084,Tropical Latin America,F
DsFreeSus -> Disability,50_59,0.1759010892664726,Tropical Latin America,F
DsFreeSus -> Disability,60_69,0.20322497420824437,Tropical Latin America,F
DsFreeSus -> Disability,70_79,0.23054885915001613,Tropical Latin America,F
DsFreeSus -> Disability,80_100,0.2647037153272308,Tropical Latin America,F
DsFreeSus -> Diabetes,0_4,0.0,Tropical Latin America,F
DsFreeSus -> Diabetes,5_9,0.0,Tropical Latin America,F
DsFreeSus -> Diabetes,10_14,0.0,Tropical Latin America,F
DsFreeSus -> Diabetes,15_19,0.0,Tropical Latin America,F
DsFreeSus -> Diabetes,20_24,0.0002,Tropical Latin America,F
